0.48681134,0.52821368,0.60100168,0.676460743
,,,
0.352921546,0.386978298,0.393656105,0.405342251
,,,
0.397662759,0.50751251,0.506510854,0.504173636
,,,
0.642737925,0.688146889,0.695492506,0.676794648
,,,
0.450751245,0.526878119,0.579632699,0.605676115
,,,
0.540901482,0.583639383,0.598998308,0.607679486
,,,
0.668781281,0.674791336,0.677796304,0.664440751
,,,
0.496160269,0.593656123,0.631385624,0.638063431
,,,
0.582971632,0.619699478,0.642070115,0.653756261
,,,
0.551585972,0.567612708,0.575626016,0.579298854
,,,
0.389649421,0.438397318,0.457095146,0.472120196
,,,
0.405676126,0.430050075,0.437061757,0.435726196
,,,
0.577963293,0.615025043,0.650751233,0.672787964
,,,
0.510851443,0.536560953,0.546911538,0.545909822
,,,
0.514190316,0.581636071,0.617696166,0.631385624
,,,
0.501836419,0.518530905,0.517863095,0.53388983
,,,
0.38898164,0.375292152,0.358931541,0.356260449
,,,
0.488480806,0.524540901,0.555258751,0.565275431
,,,
0.458764613,0.51318866,0.542237043,0.56961602
,,,
0.445742905,0.470450759,0.502838075,0.529215336
,,,
0.488814682,0.505509198,0.523539245,0.520534217
,,,
0.573956609,0.629048407,0.646410704,0.654757917
,,,
0.537562609,0.593989968,0.607679486,0.609348893
,,,
0.631385624,0.749248743,0.769616008,0.775292158
,,,
0.385642737,0.505175292,0.547913194,0.561602652
,,,
0.496828049,0.583639383,0.623038411,0.633722842
,,,
0.351252079,0.385642737,0.400000006,0.408681124
,,,
0.465442389,0.563939929,0.598998308,0.615025043
,,,
0.55392319,0.62170285,0.664106846,0.684140205
,,,
0.585642755,0.6888147,0.7252087,0.742237091
,,,
0.457095146,0.52888149,0.544908166,0.561936557
,,,
0.532554269,0.556260407,0.57028383,0.588647723
,,,
0.49248749,0.524874806,0.560600996,0.587646067
,,,
0.422704518,0.478464097,0.498497486,0.495492488
,,,
0.54390651,0.582303822,0.614691138,0.630383968
,,,
0.332220376,0.389315516,0.425041735,0.4297162
,,,
0.660434067,0.737228692,0.762604356,0.786310494
,,,
0.476126879,0.451419026,0.440734565,0.434056759
,,,
0.422704518,0.488146901,0.529215336,0.552587628
,,,
0.605676115,0.674791336,0.699165285,0.707846403
,,,
0.556928217,0.618697822,0.658764601,0.685475767
,,,
0.358263761,0.403338909,0.441402346,0.462437391
,,,
0.525208652,0.583305538,0.590985,0.603004992
,,,
0.597662747,0.634390652,0.644073427,0.641068459
,,,
0.388647735,0.418030053,0.470116854,0.494824708
,,,
0.498497486,0.538564265,0.544240415,0.542904854
,,,
0.390317202,0.456761271,0.481135219,0.496828049
,,,
0.746911526,0.80300498,0.832721174,0.841736197
,,,
0.411018372,0.427712858,0.45609349,0.479131877
,,,
0.472787976,0.47111854,0.489482462,0.50250417
,,,
0.515191972,0.556260407,0.561602652,0.578631043
,,,
0.473455757,0.498497486,0.509515882,0.505175292
,,,
0.287479132,0.339899838,0.401001662,0.410016686
,,,
0.516527534,0.589649439,0.63672787,0.665442407
,,,
0.481803,0.554591,0.596327186,0.619699478
,,,
0.454757929,0.508514166,0.534223735,0.542570949
,,,
0.487813026,0.59031719,0.615692794,0.62671119
,,,
0.575959921,0.618363917,0.667445719,0.696828067
,,,
0.478798002,0.518197,0.526878119,0.529883146
,,,
0.436727881,0.547913194,0.600667775,0.623038411
,,,
0.477128536,0.515525877,0.534223735,0.56961602
,,,
0.607011676,0.636393964,0.655425727,0.663772941
,,,
0.491485804,0.572621047,0.602671146,0.615692794
,,,
0.355258763,0.403005004,0.442737907,0.465442389
,,,
0.476126879,0.49181971,0.517195344,0.520534217
,,,
0.351585984,0.375626057,0.38898164,0.382303834
,,,
0.540901482,0.600333869,0.638397336,0.660434067
,,,
0.476126879,0.520200312,0.56961602,0.586978316
,,,
0.492153585,0.506510854,0.514190316,0.522871435
,,,
0.483806342,0.520200312,0.511519194,0.504507542
,,,
0.579298854,0.644741237,0.692487478,0.704841375
,,,
0.641068459,0.675125182,0.688480794,0.694824696
,,,
0.437729537,0.498497486,0.531886458,0.548247099
,,,
0.415025055,0.462437391,0.482136905,0.479465783
,,,
0.457762927,0.475125223,0.483472466,0.506176949
,,,
0.356260449,0.439399004,0.477128536,0.503839731
,,,
0.300834715,0.310851425,0.323539227,0.337896496
,,,
0.576627731,0.606677771,0.620367289,0.626043379
,,,
0.543572605,0.545242071,0.536894798,0.536894798
,,,
0.565275431,0.605676115,0.617028356,0.627045095
,,,
0.461435735,0.573956609,0.625041723,0.645075142
,,,
0.442070127,0.50250417,0.544908166,0.544240415
,,,
0.561936557,0.594991624,0.599332213,0.603672802
,,,
0.532554269,0.569282115,0.587979972,0.615025043
,,,
0.53388983,0.550918221,0.552253783,0.55392319
,,,
0.35258764,0.401335567,0.439065099,0.449415684
,,,
0.447746247,0.476126879,0.487813026,0.489482462
,,,
0.455759585,0.550918221,0.597996652,0.621035039
,,,
0.681802988,0.691819727,0.693155229,0.68948245
,,,
0.588313878,0.620367289,0.629382312,0.613355577
,,,
0.505175292,0.558597684,0.593656123,0.611352265
,,,
0.528547585,0.544574261,0.557262123,0.561936557
,,,
0.566277146,0.606343925,0.63238734,0.653422356
,,,
0.378631055,0.416360587,0.441736221,0.462103516
,,,
0.374290496,0.438731223,0.475125223,0.484140247
,,,
0.634390652,0.666444063,0.67879802,0.692821383
,,,
0.464774638,0.543238759,0.58530885,0.584307194
,,,
0.433722883,0.505509198,0.571953237,0.591652751
,,,
0.457095146,0.519866467,0.563939929,0.573288798
,,,
0.506844759,0.609348893,0.630050063,0.641402364
,,,
,,,
,,,
0.490574291,0.539435726,0.564156927,0.575903168
